2023-05-01 21:16:12 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-05-01 21:16:12 0 [Note] InnoDB: Uses event mutexes
2023-05-01 21:16:12 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2023-05-01 21:16:12 0 [Note] InnoDB: Number of pools: 1
2023-05-01 21:16:12 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 2131588
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 2131588
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 2131544
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 2131544
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 2131500
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 2131500
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 2131440
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 2131440
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 2131396
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 2131396
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 2131352
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 2131352
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 2131308
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 2131308
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 2185931
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 2185554
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 2184847
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 2185931
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 2184720
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 2184720
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 2184021
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 2184021
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 2183768
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 2183768
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 2260585
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 2266651
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=439] with future log sequence number 2266271
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 2265647
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 2265540
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 2266651
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 2265413
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 2323551
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 2324138
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=2] with future log sequence number 2323551
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=438] with future log sequence number 2294687
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=10] with future log sequence number 2324109
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=2] with future log sequence number 2294687
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 2324089
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 2324064
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=8] with future log sequence number 2324099
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=9] with future log sequence number 2324094
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=5] with future log sequence number 2306548
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=11] with future log sequence number 2323803
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 2327433
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=28, page number=3] with future log sequence number 2327453
2023-05-01 21:16:12 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 2327433
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 2257610 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 2294687 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2323803 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 2265413 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 2265413 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1014568 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1014568 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 2267016 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 2267016 is in the future! Current system log sequence number 300306.
2023-05-01 21:16:12 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
